ticker,sf,fmp,pct
APH,4083800000.0,4083800000.0,0.0
KFY,934519000.0,934519000.0,0.0
BKE,213932000.0,213932000.0,0.0
TT,6068900000.0,6068900000.0,0.0
WDFC,103500000.0,103500000.0,0.0
SMWB,170269000.0,177192000.0,4.065919221937053
SBTX,23440000.0,23440000.0,0.0
PEB,658732000.0,355174000.0,-46.082169987187505
DXCM,2932000000.0,2932000000.0,0.0
CSV,71883000.0,58041000.0,-19.256291473644673
PINS,398133000.0,398133000.0,0.0
CROX,740208000.0,740208000.0,0.0
QNST,117026000.0,126398000.0,8.008476748756687
LXP,1695860000.0,135405000.0,-92.01555552934794
SMP,466065000.0,436472000.0,-6.34954351860792
IEX,629700000.0,629700000.0,0.0
LFUS,433905000.0,433905000.0,0.0
WNC,308409000.0,308409000.0,0.0
SAIA,278360000.0,278360000.0,0.0
SNPS,2555329000.0,2650120000.0,3.7095419024321328
ZBRA,1704000000.0,1704000000.0,0.0
STE,1022300000.0,931127000.0,-8.918419250709185
ENSG,743428000.0,743428000.0,0.0
RXST,24902000.0,25876000.0,3.9113324230985467
PAYC,3886400000.0,3906800000.0,0.5249073692877727
PCTY,3117360000.0,3117360000.0,0.0
BNTC,4449000.0,4924000.0,10.676556529557203
MCRI,146463000.0,146463000.0,0.0
BURL,2272511000.0,2272511000.0,0.0
YELP,154974000.0,154974000.0,0.0
UI,284791000.0,284791000.0,0.0
FLS,1434525000.0,1468084000.0,2.339380631219393
LITE,269300000.0,269300000.0,0.0
WLK,2219000000.0,2219000000.0,0.0
RGTI,104962000.0,11867000.0,-88.69400354413979
CPRT,688127000.0,628567000.0,-8.655379021605023
XERS,100443000.0,100443000.0,0.0
LCID,1165291000.0,1165291000.0,0.0
JAZZ,1038573000.0,1038573000.0,0.0
SFM,679968000.0,679968000.0,0.0
HIMX,706634000.0,706634000.0,0.0
DOCS,156257000.0,147250000.0,-5.764221762865024
BLKB,1252055000.0,1252097000.0,0.0033544852262879826
BMBL,539496000.0,138570000.0,-74.31491614395658
ARE,3034523000.0,1957829000.0,-35.481490830684095
MPLX,3190000000.0,3235000000.0,1.4106583072100314
BILL,4247200000.0,4063024000.0,-4.336409870032021
GPRE,403605000.0,385687000.0,-4.439489104446179
UAN,111349000.0,111349000.0,0.0
ARDX,77830000.0,77830000.0,0.0
CAT,32272000000.0,32272000000.0,0.0
INCY,1598190000.0,1641847000.0,2.731652682096622
EHAB,126200000.0,126200000.0,0.0
EXPD,2066473000.0,2066473000.0,0.0
ELF,177056000.0,299115000.0,68.93807608892102
ESAB,632051000.0,632051000.0,0.0
PR,1270121000.0,1327337000.0,4.504767655994979
NEM,7543000000.0,7543000000.0,0.0
OGN,2718000000.0,2718000000.0,0.0
EGP,147342000.0,168560000.0,14.400510377217628
GNRC,1226412000.0,1033152000.0,-15.758162835980077
SEMR,114088000.0,114088000.0,0.0
GPS,3256000000.0,3256000000.0,0.0
DORM,549842000.0,563802000.0,2.53891117812026
CSGS,633343000.0,615209000.0,-2.863219456124091
ARMK,4214210000.0,4214210000.0,0.0
OSIS,814637000.0,814637000.0,0.0
GILD,12004000000.0,12004000000.0,0.0
PGY,131528000.0,195494000.0,48.63299069399672
GTY,106305000.0,303202000.0,185.21894548704202
EPD,15177000000.0,15177000000.0,0.0
SYY,9241000000.0,9241000000.0,0.0
PCOR,728032000.0,728032000.0,0.0
SBAC,1797936000.0,1797936000.0,0.0
ELS,3423074000.0,694230000.0,-79.71910627698962
XPEL,41518000.0,41518000.0,0.0
AL,2590291000.0,1409550000.0,-45.583334073275935
WERN,355749000.0,355749000.0,0.0
KRG,3433590000.0,206660000.0,-93.98122664616334
NBIX,507700000.0,507700000.0,0.0
WING,126320000.0,87443000.0,-30.77659911336289
BRP,1050799000.0,1056434000.0,0.5362585994086405
NVTS,21144000.0,21144000.0,0.0
GPK,1903000000.0,1903000000.0,0.0
PLAY,433900000.0,433900000.0,0.0
WWW,533100000.0,533100000.0,0.0
CRMT,252046000.0,372085000.0,47.62583020559739
SKYW,1429591000.0,1429591000.0,0.0
SONO,366153000.0,366153000.0,0.0
ERII,21408000.0,23428000.0,9.435724962630793
TMDX,57186000.0,59913000.0,4.768649669499528
NSA,119140000.0,561969000.0,371.687930166191
AMAT,8468000000.0,8468000000.0,0.0
IIIV,164731000.0,164731000.0,0.0
TDY,1261600000.0,1261600000.0,0.0
TOL,3969568000.0,2511316000.0,-36.735785858813855
CUBE,414849000.0,388099000.0,-6.4481293193427005
NUS,296607000.0,296607000.0,0.0
MRK,28420000000.0,28420000000.0,0.0
GEL,858755000.0,858755000.0,0.0
RIGL,56027000.0,63299000.0,12.979456333553467
RCL,9817000000.0,9817000000.0,0.0
TALK,19023000.0,19023000.0,0.0
POWL,428015000.0,428015000.0,0.0
AGYS,111024000.0,111024000.0,0.0
YOU,643054000.0,643054000.0,0.0
FLYW,289775000.0,289775000.0,0.0
IONS,465822000.0,309318000.0,-33.59738269124258
ACN,18976127000.0,18976127000.0,0.0
PLYM,103827000.0,103827000.0,0.0
SOI,65533000.0,65533000.0,0.0
OPK,193096000.0,193096000.0,0.0
VST,8867000000.0,8432000000.0,-4.905830607871884
PEN,158345000.0,158345000.0,0.0
CEVA,29466000.0,30529000.0,3.607547682074255
PGEN,21518000.0,21518000.0,0.0
SXI,127565000.0,127565000.0,0.0
GIII,513535000.0,493628000.0,-3.8764641163698674
FL,1330000000.0,1330000000.0,0.0
CMRX,23871000.0,23871000.0,0.0
VPG,53039000.0,53039000.0,0.0
PTGX,46888000.0,47398000.0,1.087698344992322
AHCO,540482000.0,566987000.0,4.9039560984454615
WOR,240619000.0,178376000.0,-25.867865796134137
BDC,622704000.0,622704000.0,0.0
COO,1022800000.0,1022800000.0,0.0
FOUR,1379000000.0,1379800000.0,0.0580130529369108
CSTL,47727000.0,49392000.0,3.488591363379219
MLNK,57029000.0,57029000.0,0.0
TSLA,28821000000.0,28821000000.0,0.0
BJRI,196309000.0,196309000.0,0.0
NRIX,95854000.0,95854000.0,0.0
UNP,5254000000.0,5254000000.0,0.0
CAH,35640000000.0,35640000000.0,0.0
LSEA,494309000.0,403984000.0,-18.272983093571025
IVZ,2314500000.0,830400000.0,-64.12184057031757
PGNY,168627000.0,168627000.0,0.0
DECK,729075000.0,719993000.0,-1.2456880293522614
HP,446949000.0,446949000.0,0.0
OI,2160000000.0,2160000000.0,0.0
VMI,811425000.0,811425000.0,0.0
VRTS,2667477000.0,207525000.0,-92.22017659383755
MDLZ,19549000000.0,19549000000.0,0.0
AVNW,225264000.0,218857000.0,-2.844218339370694
TXG,108347000.0,117633000.0,8.570611092139146
TGI,395078000.0,356262000.0,-9.824895337123301
WST,550400000.0,550400000.0,0.0
CLVT,1433500000.0,1433500000.0,0.0
ASTE,271700000.0,271700000.0,0.0
SIRI,2731000000.0,2731000000.0,0.0
GMED,368574000.0,855913000.0,132.22283720501176
STLD,2150583000.0,2150583000.0,0.0
AYI,687900000.0,687900000.0,0.0
RL,2133700000.0,1467200000.0,-31.236818671790783
NWPX,99810000.0,75133000.0,-24.72397555355175
ITT,1333200000.0,1333200000.0,0.0
WMS,398396000.0,439622000.0,10.347995461801824
PG,33628000000.0,33627000000.0,-0.0029737123825383607
AVAH,402167000.0,402167000.0,0.0
KLAC,4158848000.0,4660774000.0,12.068870995044783
APAM,669407000.0,501398000.0,-25.09818391501732
SLAB,97883000.0,97883000.0,0.0
SRDX,20543000.0,20543000.0,0.0
GDRX,123903000.0,123903000.0,0.0
ALE,404200000.0,404200000.0,0.0
MCFT,77936000.0,77936000.0,0.0
HROW,91343000.0,91343000.0,0.0
PRCT,53133000.0,53133000.0,0.0
SPR,3567400000.0,3567400000.0,0.0
GO,349624000.0,349624000.0,0.0
GOGO,182028000.0,182028000.0,0.0
COTY,2601800000.0,2601800000.0,0.0
RDVT,10307000.0,10307000.0,0.0
COCO,96371000.0,103266000.0,7.154641956605203
ICFI,449180000.0,449180000.0,0.0
FLUT,2531000000.0,4590000000.0,81.35124456736467
KFRC,112457000.0,112457000.0,0.0
JOUT,90444000.0,90444000.0,0.0
LVS,5801000000.0,5801000000.0,0.0
SANM,1940679000.0,1940679000.0,0.0
HWKN,97222000.0,103307000.0,6.2588714488490265
AMH,521759000.0,400779000.0,-23.186950296976192
RGR,55005000.0,60809000.0,10.551768021088993
THR,112663000.0,109269000.0,-3.012524076227333
LULU,1839630000.0,1839630000.0,0.0
ELAN,1315000000.0,1315000000.0,0.0
TSHA,26227000.0,26227000.0,0.0
NRP,31865000.0,31865000.0,0.0
LUMN,7372000000.0,3639000000.0,-50.63754747693977
LXU,135634000.0,135634000.0,0.0
CORT,140773000.0,140773000.0,0.0
NKE,10593000000.0,10593000000.0,0.0
AR,1445927000.0,1445927000.0,0.0
IPAR,332427000.0,332427000.0,0.0
HASI,375696000.0,275639000.0,-26.632436863847364
MSM,605427000.0,605427000.0,0.0
HAE,578113000.0,300383000.0,-48.04078095458846
PJT,379171000.0,79916000.0,-78.92349362161136
VRT,3097000000.0,3097000000.0,0.0
CELH,365535000.0,365535000.0,0.0
AORT,66823000.0,66823000.0,0.0
PODD,528500000.0,528400000.0,-0.01892147587511826
SLM,21471845000.0,21068568000.0,-1.8781665012950681
CSL,988000000.0,665800000.0,-32.611336032388664
DCI,782500000.0,782500000.0,0.0
MRCY,242129000.0,234416000.0,-3.185492031107385
LIN,14544000000.0,14544000000.0,0.0
SXC,205800000.0,205800000.0,0.0
BGNE,2214899000.0,2214899000.0,0.0
UNIT,1852694000.0,1706991000.0,-7.864385592008179
ATO,1205875000.0,1205875000.0,0.0
BRX,585241000.0,1080666000.0,84.65315998024745
SMLR,6313000.0,6313000.0,0.0
DLTR,8585900000.0,8585900000.0,0.0
POST,944900000.0,944900000.0,0.0
SNDR,704500000.0,704500000.0,0.0
SM,789000000.0,789950000.0,0.12040557667934094
ESTA,287855000.0,68278000.0,-76.2804189609352
SRPT,731684000.0,731684000.0,0.0
FDP,533100000.0,533100000.0,0.0
IQV,6957000000.0,6957000000.0,0.0
UP,917284000.0,917284000.0,0.0
CLH,1204090000.0,1102666000.0,-8.423290617810961
TCOM,10294401781.0,74010000000.0,618.9344419857164
BRBR,203700000.0,203700000.0,0.0
ORA,598078000.0,598078000.0,0.0
CMCSA,39581000000.0,39581000000.0,0.0
ZTS,3684000000.0,3412000000.0,-7.38327904451683
BPMC,260796000.0,260796000.0,0.0
TREX,342477000.0,342477000.0,0.0
OIS,157703000.0,157703000.0,0.0
X,3373000000.0,3373000000.0,0.0
FCFS,339404000.0,339404000.0,0.0
MAR,8649000000.0,8649000000.0,0.0
KAI,191565000.0,191565000.0,0.0
AGNC,77785000000.0,0.0,-100.0
FSLR,3405267000.0,2077442000.0,-38.993271305891724
ATUS,2069323000.0,2254796000.0,8.962979679827654
FPI,273091000.0,68126000.0,-75.0537366665324
ACLS,207522000.0,207522000.0,0.0
OXM,248275000.0,248275000.0,0.0
BLCO,1738000000.0,1738000000.0,0.0
INFN,626771000.0,626771000.0,0.0
WCC,3804000000.0,3804000000.0,0.0
SSD,366348000.0,366348000.0,0.0
VECO,192282000.0,192282000.0,0.0
PHM,2652741000.0,2789277000.0,5.146978163341238
ARRY,437814000.0,437814000.0,0.0
PLAB,183811000.0,183811000.0,0.0
VVV,353900000.0,353900000.0,0.0
FIX,2582770000.0,2582770000.0,0.0
FLT,8707881000.0,8707881000.0,0.0
TBLA,485582000.0,485582000.0,0.0
BFLY,48215000.0,48215000.0,0.0
HWM,1549000000.0,1549000000.0,0.0
CMI,12299000000.0,11234000000.0,-8.659240588665746
RBBN,328873000.0,328873000.0,0.0
CWAN,77052000.0,77052000.0,0.0
LZB,437281000.0,437281000.0,0.0
RBA,953300000.0,1331300000.0,39.651736074687925
TAP,3045200000.0,3045200000.0,0.0
ENVA,282135000.0,483303000.0,71.3020362592376
OHI,328193000.0,328193000.0,0.0
CRDO,44620000.0,44620000.0,0.0
LNN,125816000.0,125816000.0,0.0
VERV,42909000.0,42909000.0,0.0
WFRD,1696000000.0,1696000000.0,0.0
CACC,433100000.0,0.0,-100.0
CHD,1315900000.0,1315900000.0,0.0
SRE,9676000000.0,9676000000.0,0.0
CSX,3276000000.0,3276000000.0,0.0
SSP,482394000.0,482394000.0,0.0
CHRW,2324898000.0,2324898000.0,0.0
BIIB,10076000000.0,5528800000.0,-45.129019452163554
ANGI,231678000.0,231678000.0,0.0
EXPE,13611000000.0,13611000000.0,0.0
WPC,794606000.0,1332687000.0,67.71670488267141
DTE,5106000000.0,5106000000.0,0.0
TSN,4787000000.0,4787000000.0,0.0
ALGN,2134493000.0,2038027000.0,-4.519387039451523
CNK,812300000.0,1281700000.0,57.786532069432475
COR,58865751000.0,54277053000.0,-7.79519146880501
FDS,707518000.0,667066000.0,-5.717451711475892
RPD,630216000.0,630216000.0,0.0
AAPL,165480000000.0,176392000000.0,6.594150350495529
BLDR,1777276000.0,1777276000.0,0.0
TASK,158521000.0,152025000.0,-4.097879776181074
VRNT,518683000.0,418171000.0,-19.378310066071183
INFA,1090717000.0,1090717000.0,0.0
TNGX,35716000.0,38170000.0,6.8708701982304845
BHC,6752000000.0,6752000000.0,0.0
UFPT,76295000.0,76295000.0,0.0
DOMO,238010000.0,237800000.0,-0.0882315869081131
CMG,1168768000.0,1168768000.0,0.0
TEL,5157000000.0,4746000000.0,-7.969749854566609
RICK,48078000.0,48078000.0,0.0
HUBS,1082522000.0,1573399000.0,45.34568350573937
BJ,2534082000.0,2534082000.0,0.0
APLE,232609000.0,203524000.0,-12.503815415568614
LGIH,1721306000.0,137926000.0,-91.98713070192052
CHE,285695000.0,285695000.0,0.0
INGR,1281000000.0,1281000000.0,0.0
EPAM,821039000.0,821039000.0,0.0
NTGR,270083000.0,270083000.0,0.0
CNC,34261000000.0,34261000000.0,0.0
FI,22157000000.0,22157000000.0,0.0
AVGO,16697000000.0,16697000000.0,0.0
WRE,581401000.0,698953000.0,20.218747473774553
HTGC,54861000.0,54861000.0,0.0
CUZ,3931979000.0,656329000.0,-83.3079220412927
WDAY,5548000000.0,5055000000.0,-8.886085075702956
ATI,1208500000.0,1208500000.0,0.0
WMT,96584000000.0,92415000000.0,-4.316449929594964
HTZ,19104000000.0,3164000000.0,-83.43802345058626
URGN,167336000.0,45949000.0,-72.54087584261606
DOCU,1831910000.0,1660621000.0,-9.350295593124116
CRS,466300000.0,466300000.0,0.0
CMC,834850000.0,834850000.0,0.0
PLXS,1660492000.0,1643294000.0,-1.0357171248039738
FRT,1470936000.0,311248000.0,-78.8401398837203
RES,194088000.0,181913000.0,-6.27292774411607
FTK,45579000.0,50368000.0,10.507031747076505
PAY,81550000.0,81550000.0,0.0
MCY,6218086000.0,20752000.0,-99.66626386318876
BLD,767182000.0,767182000.0,0.0
SMPL,108615000.0,108615000.0,0.0
SAIC,1396000000.0,1158000000.0,-17.048710601719197
EXP,245004000.0,245004000.0,0.0
SON,4038291000.0,4038291000.0,0.0
MMS,807529000.0,807529000.0,0.0
MDXG,45595000.0,45595000.0,0.0
K,4660000000.0,4660000000.0,0.0
SPB,687100000.0,687100000.0,0.0
BRK-A,273858000000.0,75652000000.0,-72.37546465686596
MPWR,359760000.0,294567000.0,-18.12124749833222
WYNN,1539534000.0,1539534000.0,0.0
BYD,622685000.0,622685000.0,0.0
TTD,2808973000.0,2873465000.0,2.295928084748412
MNDY,575615000.0,575615000.0,0.0
NRC,35858000.0,35858000.0,0.0
DT,1381286000.0,1258551000.0,-8.885560267750488
EXEL,403769000.0,403769000.0,0.0
ABNB,10161000000.0,10161000000.0,0.0
KO,25249000000.0,25249000000.0,0.0
TRTX,48565000.0,0.0,-100.0
SNX,17221235000.0,17221235000.0,0.0
HSII,523907000.0,483013000.0,-7.805583815448161
GRC,87527000.0,87527000.0,0.0
ADSK,5093000000.0,4351000000.0,-14.569016296878068
GERN,88298000.0,88298000.0,0.0
QURE,474983000.0,40053000.0,-91.56748767850638
KBH,2872834000.0,936147000.0,-67.41381506902243
CNXC,1995813000.0,1995813000.0,0.0
MKC,2882800000.0,2882800000.0,0.0
NTAP,4106000000.0,4106000000.0,0.0
EVTC,279660000.0,279660000.0,0.0
AVT,4465269000.0,4465269000.0,0.0
OTTR,280483000.0,309790000.0,10.448761600524808
FHI,289193000.0,289193000.0,0.0
UPWK,268433000.0,268433000.0,0.0
KRC,620720000.0,563301000.0,-9.250386647763888
AMLX,28406000.0,28406000.0,0.0
ALB,1966464000.0,1966464000.0,0.0
TMHC,1227273000.0,755296000.0,-38.45737663910149
MDB,578265000.0,564220000.0,-2.42881723777161
ZETA,186610000.0,199337000.0,6.820106103638604
ST,711300000.0,711358000.0,0.00815408407141853
HCA,15177000000.0,15177000000.0,0.0
OSPN,110075000.0,110275000.0,0.18169429934135817
VCTR,249493000.0,197845000.0,-20.7011819970901
COKE,1313169000.0,1313169000.0,0.0
ALGT,1277404000.0,1277404000.0,0.0
WHD,178824000.0,178824000.0,0.0
INTA,300647000.0,349858000.0,16.36836555827931
BCO,1898400000.0,1898400000.0,0.0
PII,2293200000.0,2293200000.0,0.0
LSCC,99622000.0,99622000.0,0.0
MP,227226000.0,164019000.0,-27.81679913390193
INVA,44055000.0,236083000.0,435.8824197026444
METC,122428000.0,122428000.0,0.0
WHR,7323000000.0,7323000000.0,0.0
DH,145035000.0,161161000.0,11.118695487296169
NUE,4977000000.0,4977000000.0,0.0
HLIO,285900000.0,138600000.0,-51.52151101783841
MGEE,125563000.0,125563000.0,0.0
CAG,3241800000.0,3241800000.0,0.0
TOST,811000000.0,811000000.0,0.0
DVN,3309000000.0,3309000000.0,0.0
ALHC,351845000.0,351845000.0,0.0
PPC,2552133000.0,2552133000.0,0.0
SCS,619400000.0,607100000.0,-1.9857927026154343
PVH,2741800000.0,2741800000.0,0.0
ENPH,660091000.0,660091000.0,0.0
JBL,11891000000.0,11782000000.0,-0.9166596585653015
IBP,359000000.0,359000000.0,0.0
MMI,47298000.0,133017000.0,181.23176455664088
KEYS,1384000000.0,1427000000.0,3.106936416184971
PLYA,189211000.0,176630000.0,-6.649190586170994
PYPL,45490000000.0,48376000000.0,6.344251483842603
GLW,4919000000.0,4919000000.0,0.0
OSW,79405000.0,79405000.0,0.0
VFC,2697853000.0,3456979000.0,28.138152820038748
INTU,7491000000.0,7491000000.0,0.0
LANC,183969000.0,183969000.0,0.0
MKSI,775000000.0,775000000.0,0.0
XHR,117433000.0,115462000.0,-1.6784038558156567
CIEN,985385000.0,999840000.0,1.4669393181345363
PWP,646986000.0,413492000.0,-36.08949807260126
OLO,59594000.0,59594000.0,0.0
AMR,251109000.0,251109000.0,0.0
GLDD,216013000.0,216013000.0,0.0
CASY,953466000.0,953466000.0,0.0
VERX,537376000.0,537376000.0,0.0
UNFI,2365000000.0,2365000000.0,0.0
GTBIF,164969000.0,164969000.0,0.0
MELI,13366000000.0,16603000000.0,24.218165494538383
TGLS,265826000.0,265826000.0,0.0
AMRX,1029771000.0,1129771000.0,9.710896888725745
BSY,814334000.0,814334000.0,0.0
BMI,118205000.0,118205000.0,0.0
NNN,29699000.0,29699000.0,0.0
HAL,6464000000.0,6050000000.0,-6.40470297029703
TENB,731291000.0,738092000.0,0.9299991385098408
FCPT,42569000.0,53284000.0,25.170899011017404
BXC,233724000.0,233724000.0,0.0
ARIS,98462000.0,134518000.0,36.61920334748431
SQ,8546798000.0,8546798000.0,0.0
WIT,1378091792.0,252458000000.0,18219.389279114144
LAD,6965300000.0,6551100000.0,-5.946621107489986
COMP,329600000.0,353200000.0,7.160194174757281
DLB,405598000.0,417836000.0,3.017273260716276
SMCI,2345721000.0,2345721000.0,0.0
UFPI,512448000.0,512448000.0,0.0
OPCH,780146000.0,780146000.0,0.0
GRPN,305426000.0,305426000.0,0.0
REXR,3831541000.0,428804000.0,-88.80857597504502
NVR,1234370000.0,1150431000.0,-6.800149063894942
KEX,557537000.0,734753000.0,31.78551378652897
OKTA,2014000000.0,1782000000.0,-11.519364448857994
REPX,122764000.0,122764000.0,0.0
INSP,88501000.0,88501000.0,0.0
PCRX,301033000.0,309920000.0,2.9521680347337336
CRVL,204036000.0,184499000.0,-9.575271030602444
CLOV,213516000.0,213516000.0,0.0
WWD,923510000.0,923510000.0,0.0
APPF,63280000.0,63280000.0,0.0
LECO,878802000.0,878802000.0,0.0
TEAM,2610126000.0,2610126000.0,0.0
FIGS,79546000.0,90142000.0,13.320594373067157
FICO,380285000.0,380285000.0,0.0
ECL,4792800000.0,4792800000.0,0.0
OCGN,21588000.0,21588000.0,0.0
NIO,8667135744.0,62311024000.0,618.9344420172035
REYN,539000000.0,539000000.0,0.0
TWST,71006000.0,71006000.0,0.0
EBAY,6098000000.0,6098000000.0,0.0
DASH,4370000000.0,4438000000.0,1.5560640732265447
RPM,1466064000.0,1466064000.0,0.0
BCSF,101030000.0,102215000.0,1.172918934969811
LRN,244280000.0,244280000.0,0.0
DV,103482000.0,103482000.0,0.0
AMPH,173759000.0,173759000.0,0.0
ETSY,758595000.0,665113000.0,-12.323044575827682
LQDT,155153000.0,155153000.0,0.0
LEVI,2010500000.0,2010500000.0,0.0
CRCT,203374000.0,203374000.0,0.0
ACAD,394870000.0,394870000.0,0.0
BGCP,1175188000.0,0.0,-100.0
FROG,317515000.0,317515000.0,0.0
PRIM,1670700000.0,1670686000.0,-0.0008379721074998504
SPG,4541744000.0,3395306000.0,-25.242241746782735
GRMN,1507858000.0,1507858000.0,0.0
