ticker,sf,fmp_orig,v1_addcomp,v2_subDR,v3_subDR_AE_OCL,v1_pct,v2_pct,v3_pct,orig_pct
SBRA,144743000.0,224450000.0,106554000.0,224450000.0,106554000.0,-26.384004753252317,55.06794801821159,-26.384004753252317,55.06794801821159
RES,194088000.0,181913000.0,95570000.0,136537000.0,95570000.0,-50.75944932195705,-29.652013519640576,-50.75944932195705,-6.27292774411607
PJT,379171000.0,79916000.0,70320000.0,70320000.0,70320000.0,-81.45427788517581,-81.45427788517581,-81.45427788517581,-78.92349362161136
LZB,437281000.0,437281000.0,173513000.0,401763000.0,173513000.0,-60.32002305153894,-8.122465874346243,-60.32002305153894,0.0
BCSF,101030000.0,102215000.0,43461000.0,102215000.0,43461000.0,-56.98208452934772,1.172918934969811,-56.98208452934772,1.172918934969811
EMR,5742000000.0,5742000000.0,2025000000.0,4699000000.0,2612000000.0,-64.73354231974922,-18.164402647161268,-54.510623476140715,0.0
APLE,232609000.0,203524000.0,203524000.0,203524000.0,203524000.0,-12.503815415568614,-12.503815415568614,-12.503815415568614,-12.503815415568614
SMPL,108615000.0,108615000.0,72668000.0,108615000.0,66753000.0,-33.095797081434426,0.0,-38.541637895318324,0.0
DDOG,1862713000.0,1862713000.0,802363000.0,900860000.0,802363000.0,-56.92503353978847,-51.63720873800741,-56.92503353978847,0.0
NXPI,3108000000.0,3098000000.0,1631000000.0,3098000000.0,1889000000.0,-47.52252252252252,-0.32175032175032175,-39.22136422136422,-0.32175032175032175
FIX,2582770000.0,2582770000.0,694711000.0,1183505000.0,694711000.0,-73.1020958118609,-54.17691083604037,-73.1020958118609,0.0
EVCM,110726000.0,110726000.0,13541000.0,72040000.0,13541000.0,-87.77071329227101,-34.938496830012824,-87.77071329227101,0.0
CNMD,278130000.0,278130000.0,102963000.0,278130000.0,102963000.0,-62.9802610290152,0.0,-62.9802610290152,0.0
VRTX,3564600000.0,3564600000.0,666400000.0,3357800000.0,505300000.0,-81.30505526566796,-5.801492453571228,-85.8244964371879,0.0
ASTE,271700000.0,271700000.0,92500000.0,194400000.0,92500000.0,-65.95509753404491,-28.450496871549504,-65.95509753404491,0.0
MPLX,3190000000.0,3235000000.0,1887000000.0,3129000000.0,1887000000.0,-40.84639498432602,-1.9122257053291534,-40.84639498432602,1.4106583072100314
BRX,585241000.0,1080666000.0,826601000.0,1080666000.0,826601000.0,41.24112972262709,84.65315998024745,41.24112972262709,84.65315998024745
ENTG,525200000.0,525178000.0,289484000.0,483440000.0,289484000.0,-44.881188118811885,-7.951256664127951,-44.881188118811885,-0.004188880426504189
NIO,8667135744.0,62311024000.0,45874080000.0,58236129000.0,56741606000.0,429.2876603641204,571.9189674664451,554.6754046085009,618.9344420172035
VRTS,2667477000.0,207525000.0,49492000.0,207525000.0,207525000.0,-98.14461380547986,-92.22017659383755,-92.22017659383755,-92.22017659383755
HLIO,285900000.0,138600000.0,89600000.0,135900000.0,92600000.0,-68.66037075900665,-52.46589716684156,-67.61105281566981,-51.52151101783841
FIGS,79546000.0,90142000.0,23702000.0,85530000.0,24048000.0,-70.20340431951324,7.522691272974129,-69.76843587358258,13.320594373067157
OSPN,110075000.0,110275000.0,20064000.0,42810000.0,24829000.0,-81.77242789007495,-61.10833522598228,-77.44356120826708,0.18169429934135817
NVR,1234370000.0,1150431000.0,386205000.0,827505000.0,386205000.0,-68.71237959444899,-32.961348704197285,-68.71237959444899,-6.800149063894942
CTS,98463000.0,97553000.0,54284000.0,95440000.0,52766000.0,-44.86863085626073,-3.070188801884972,-46.41032672171272,-0.9242050313315662
KEYS,1384000000.0,1427000000.0,446000000.0,866000000.0,446000000.0,-67.77456647398844,-37.42774566473989,-67.77456647398844,3.106936416184971
TOST,811000000.0,811000000.0,47000000.0,752000000.0,47000000.0,-94.2046855733662,-7.274969173859433,-94.2046855733662,0.0
ENPH,660091000.0,660091000.0,202150000.0,422866000.0,202150000.0,-69.37543459916891,-35.93822669904604,-69.37543459916891,0.0
FOLD,140247000.0,148702000.0,39507000.0,148702000.0,39507000.0,-71.83041348478042,6.028649454177272,-71.83041348478042,6.028649454177272
BLD,767182000.0,767182000.0,598724000.0,748531000.0,598724000.0,-21.958022998454084,-2.431105005070505,-21.958022998454084,0.0
TEL,5157000000.0,4746000000.0,2840000000.0,4688000000.0,3230000000.0,-44.92922241613341,-9.09443474888501,-37.366686057785536,-7.969749854566609
NRIX,95854000.0,95854000.0,20733000.0,57490000.0,20733000.0,-78.37022972437249,-40.02336887349511,-78.37022972437249,0.0
CTAS,1828519000.0,1828519000.0,853106000.0,1828519000.0,990715000.0,-53.34442792226933,0.0,-45.81871995861132,0.0
